 for the blooming cockscomb, thirty cudgels , hailstones,
 for the budding trees' spring, a little bird, gushes song,
 for the celebration, of little pines, the day stretches longer,
 for the children, rice cakes while they gaze , almost harvest moon,
 for the cicada too, with outstretched legs , the noon sky,
 for the dog, and crow too , pounding rice cakes,
 for the expert, at swatting flies , winter seclusion,
 for the fisherman, they're a nuisance , evening cherry blossoms,
 for the fisherman's, rising smoke too , good stars tonight,
 for the geese and ducks, of this world , new summer robes,
 for the green willow, night rushes in , lotus blossoms,
 for the headman, in the house facing mine , pufferfish soup,
 for the moment, straight above my pillow , billowing clouds,
 for the money making, chrysanthemum too , the same withering,
 for the mosquitoes, life is good , a naked party,
 for the mountain field, mulch is falling , cherry blossoms,
 for the mountain village, the usual first month , spring rain,
 for the nightingale, there's no break , midsummer heat,
 for the nightingale, parents and children , plum blossoms ,
 for the nightingale, one is a hat , red leaves,
 for the old priest, breaking charcoal , a feat,
 for the painted faced, maiden too , spring dusk,
 for the plum blossom moon, i remove, a rain shutter,
 for the pony, it's a neck scratcher , blooming plum,
 for the poor, there's not a spring, without blossoms ,
 for the potted bamboo, and me , cool air,
 for the prize winning, chrysanthemum a gift, of rice cake,
 for the red plum, in leafy shade , barking puppy,
 for the second day, the same big snake , thick summer grasses,
 for the stepchild, only one paper fan , mended,
 for the strange village, a prayer , peach blossoms,
 for the traveling child, a nip of sake , mushroom hunting,
 for the turtle on a rock, it's the usual, long day,
 for the turtle too, it's the first month, first day,
 for the white storehouse, just a drop , green rice field,
 for the wisteria in the pine too, spring's dusk, this evening,
 for the young bamboo, bold and fresh, green leaves,
 for them too, a new year's feast , pigeons sparrows,
 for this homeless body, of mine spring's, first day,
 for three months, my winter seclusion , old age,
 for three neighbors, across the way , fresh green leaves,
 for three pennies, nothing but mist , telescope,
 for three pennies, a cherry tree for planting , yoshino hill,
 for toribe field's, holy jizo , bracken,
 for two or three days, its pure fun , for silkworms,
 for you fleas, the night must be long , and lonely ,
 for you lice, is the night long , is it lonely ,
 for your dancing fee, i let fly this piece of paper , meadow butterfly,
 foraging for food, in my thatched hut, little butterfly,
 forecasting the mountain, where it will die , winter raincloud,
 forest ranger , he sweeps away spring, with a broom,
 forgetting that today, is the rain of the tiger , i'm drenched,
 forgive me please, rice field workers , napping under the net,
 forming a mountain, for the nightingale , fallen leaves,
 forming the year's, first sky , tea smoke,
 founder's image on display , even the thief cat, in blossom shade,
 four five nine years, always the first to bloom , cherry tree,
 four or five rice stalks, at my gate , evening falls,
 four way crossroads , one drives out devils, one takes them in,
 fourth month second morning, i put on, the summer kimono,
 fox festival , the non divine foxes, crying,
 fox festival , what village is this, in the mountain's nook ,
 fox festival night , snow falling, on the bonfire,
 fresh green leaves, sprouting turn out to be , weeds ,
 fresh green leaves, blowing blowing , where i lie,
 fresh leaves again, make it hateful , nettle tree,
 fresh new leaves , the cat and the crow, quarrel,
 fresh scooped mud, from the little ditch , a little flitting butterfly,
 fresh straw for the garden , a sparrow dances, a black kite wheels,
 fresh straw for the garden , about ten servants, at work,
 fried rice emerges, from my pouch , cherry blossoms ,
 friend of the pine, friend of the crane , he plows his field,
 friends of mine, scrawled on this wall , autumn dusk,
 frightened off, retracing his steps , the love crazed cat,
 frogs , over my hand fanning a fuse, they hop,
 frogs at my hut, from the beginning have sung,  we grow old ,
 frogs croaking, the nights becoming, shorter,
 frogs croaking ,  there goes fox's bride , fox's bride ,
 frogs croaking ,  this rain on the grass, is unsanctioned ,
 frogs sing roosters sing, the east, turns light,
 frogs singing ,  tonight let the weeds, grow taller ,
 from a hand, pricked by sacred shikimi , fog rises,
 from a hand that holds, a bucket of sacred branches , fog rises,
 from a hole in the temple's, pulpit swish , little butterfly,
 from a little nook, the cat returns , a gift of new clothes,
 from a neighbor's storehouse, shining slantwise , year's first sun,
 from a palanquin, at the lake watching, spring butterflies,
 from a straw basket, the cat's face , by the hearth,
 from a tub, of sweet jelly it flows , minano river,
 from a wisteria trellis, nook i see , great edo,
 from atop a kettle, in evening's glow , a plover's song,
 from behind me, they blow cherry blossoms , cherry blossoms ,
 from birth on, for butterflies playing, is their job,
 from blades of grass, a hot wind blows , sitting room,
 from branches that block, the wind , fireflies,
 from buddha's direction, a mosquito , temple hall,
 from crappy ground, to the plum tree, the wren,
 from darkness, into darkness, the lover cat,
 from dawn to dusk, the butterfly couple, makes their living,
 from deep, in the lightning's flash , spring snow falling,
 from deep in the cloud's, billows, thunder comes,
 from deep in the temple gong, a chirring, cicada,
 from deep inside, the pretty flower , a mosquito,
 from east west, south north , the blizzard,
 from evening mist, the bell, of life passing,
 from five hundred yards, or so it comes , moorhen's cry,
 from great hell, and from little hell , skylarks,
 from here on, it's great japan , willow trees,
 from here on in, the hut's our territory , violets,
 from his hole, the snake pokes his head , the cat slaps it,
 from his hole the snake, glances back , corrupt world of desire,
 from his long lobed ear, a gift dangles , rice dumpling,
 from holy jizo's, holy neck it hangs , rice dumpling,
 from horseback,  so many so many , summer's first bonito,
 from japan's, front door on , cherry blossoms ,
 from leaf to leaf, tumbling down , autumn dew,
 from meeting rooms, of pine and bamboo , year's first dawn,
 from mokubo temple's, outhouse too , a plover,
 from mr wolf, to mr watchman , night's cold,
 from my bed, i peek outside , new summer robes,
 from my pillow, to the soles of my feet, fireflies,
 from night onward, rain , birds who've left the nest,
 from now on, children's voices ,  demons be gone ,
 from now on, cherry blossom solitude , my window,
 from one bucket, the year's first cold water, first hot water first tea,
 from one paper fan, to another , the first eggplant,
 from one short night , how intricate, the wildflowers,
 from one side, wind from the hills , plovers singing,
 from outside, plum blossoms diving in , lucky tea,
 from people's mouths too, clouds of fog , hokkaido,
 from people's mouths too, cold fog , hokkaido,
 from plum blossoms, he calls to the peddlar , country villa,
 from plume grass, has it arisen , mount fuji,
 from sitting rooms, into hot tubs , first winter rain,
 from south north, east west , winter storms,
 from the arms, of the deva kings, bats dangle,
 from the azaleas, the azaleas' pure, water,
 from the barnyard grass, at the gate rising , the heat,
 from the barrier gate, it's blown back , cold wind,
 from the beginning, it has hung loose , my paper mosquito net,
 from the bill collector, a ladel full, of water,
 from the bucket, on the big roof , a pheasant,
 from the cut branch, a leafy strand , willow tree,
 from the day they bloomed, drenched by rain , poppies,
 from the deep heart, of shinano, snow is falling,
 from the direction, of all praise to amida buddha , a mosquito's buzz,
 from the doorway on, a sixth month night, of moon,
